news_id,city,media,original_url,report_date,title,content,conflict_type,solution,departments,note
GZ_news_028,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68982,2026-01-28,九小时爱心接力，广州街坊守护棠下学子平安归家,天河区棠下街棠德南社区一名小学生放学后失联，家长与学校搜寻 4 小时无果后报警；社区街坊、辖区派出所、小区物业联动，依托社区群发布寻人启事，组织党员、退役军人、热心居民分片地毯式排查楼栋、天台，历经 9 小时接力搜寻，孩子平安找回,未成年人走失应急搜救处置,公安、社区、物业、热心群众多方联动，线上扩散寻人线索、线下全域分片排查，成功寻回走失孩童,天河区棠下街道棠德南社区、辖区派出所、小区物业、社区党员及热心街坊,群防群治处置儿童走失的基层治理典型案例，人员平安、事项办结
GZ_news_029,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68976,2026-01-27,头顶有险情？广州街坊发现摇摇欲坠的脱轨雨棚……,番禺区沙头街大平村商铺雨棚铁皮松动翘起，地处人流密集步行街存在高空坠物隐患；街坊巡查发现后立即现场围挡分流行人，商户与房东相互推诿整改责任，工作人员依托出租屋登记系统耗时 3 天联系异地房东，结合民法典相关法规普法劝导，最终房东同意拆除隐患雨棚，6 天后隐患全部整改完毕。,商铺雨棚高空安全隐患整改权责纠纷,街坊先行临时警戒避险，普法厘清房东、商户法定责任，多方沟通促成产权方出资拆除隐患构筑物，现场验收闭环,广州市番禺区沙头街大平村、广州街坊服务队,基层排查化解高空安全隐患、厘清权责整改的社区治理典型案例，安全隐患清零办结
GZ_news_030,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68980,2026-01-28,亲人失联 6 年，太和镇 “警网楼” 三方联动助团圆！,白云区太和镇市民张小姐求助，其弟弟因家庭矛盾离家失联六年，家人多方寻访无果；太和派出所核查锁定住址但电话无法接通，依托本地 “警网楼” 机制，民警、网格员、楼栋长三方联动核实地址、上门寻人，最终姐弟团聚。,人员长期失联寻人求助纠纷,公安、网格员、楼栋长三方协同核查住址、实地走访，依托基层网格化治理实现失联人员寻回团聚,白云区太和派出所、太和镇营溪村村委会、社区网格员,“警网楼” 基层联动模式化解失联寻亲难题典型案例，寻亲事项办结闭环
GZ_news_031,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68949,2026-01-22,名牌假包制假售假窝点藏身出租屋？网格员一眼识破！,白云区鹤龙街网格员日常巡查出租屋时，凭借散落名牌包装物料发现疑点，入户查实一处藏匿在出租屋内的假冒名牌皮包制售窝点；网格员现场稳控后上报街道综合行政执法、市监部门，执法人员到场查扣假冒货品并立案查处。,出租屋无证制售假冒商品违法隐患处置,网格员日常巡查摸排发现线索、现场管控，联动市场监管与街道执法部门上门查封窝点、立案查办。,白云区鹤龙街道办、鹤龙街市场监管所、社区网格员、街道综合行政执法队,基层网格巡查排查制假窝点、联动执法消除市场违法隐患典型案例，案件立案办结
GZ_news_032,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68897,2026-01-12,网格响应 + 邻里互助！广州街坊紧急救助晕倒外卖小哥,荔湾区南源街道和平新村社区一名外卖员配送途中因过度劳累突发晕厥倒地，广州街坊与热心居民第一时间到场分工施救，有人拨打 120、110，有人取用便民点药品急救，依托网格信息联系骑手同事，待医护到场后配合送诊，骑手经救治平安休养,户外人员突发疾病应急救助处置,街坊统筹、邻里分工开展现场急救，同步报警、联系家属与医护，多方协作完成突发伤病救援。,广州市荔湾区南源街道和平新村社区、广州街坊服务队、社区热心居民、辖区医疗机构,网格 + 邻里联动应急救助突发患病群众典型暖心案例，人员获救、事项办结
GZ_news_033,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68874,2026-01-07,租赁纠纷还闹到法院？网格员暖心调解促和解,白云区太和镇穗丰村房东与租客因宠物损毁床垫、管道堵塞产生房屋租赁赔偿纠纷，双方分歧较大租客提起诉讼；房东求助网格员，工作人员核查合同、普法释法，并对接法庭搭建沟通渠道，促成租客撤诉，就押金退还、财物赔付达成和解，事后网格员回访并指导房东完善租房合同。,房屋租赁财物损失、押金退还民事纠纷,网格员上门核查案情、宣讲租赁相关法规，联动法庭诉前调解，化解涉诉租赁矛盾,白云区太和镇穗丰村村委会、辖区网格员、太和法庭,网格员诉前介入化解租赁诉讼纠纷典型案例，矛盾圆满办结闭环
GZ_news_034,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68868,2026-01-06,邻里因夜间噪声起隔阂？广州街坊架起 “连心桥” 促握手言和,白云区太和镇联升社区楼下住户因楼上深夜生活噪音影响高三孩子备考产生邻里矛盾，双方自行协商无果；广州街坊联合网格长上门调解，摸清楼上家中多名学生夜间备考、户型隔音差的实际难处，引导双方换位思考，楼上住户承诺加装静音垫、夜间降低声响，邻里达成和解，事后回访确认整改落地，居民送来感谢信致谢,邻里夜间噪音扰民纠纷,街坊 + 网格长上门核实实情、居中疏导调解，促成双方订立降噪约定，后续回访巩固调解成效。,白云区太和镇联升社区、广州街坊服务队、社区网格长,基层调解化解邻里噪音纠纷、构建和睦邻里关系典型案例，矛盾圆满办结
GZ_news_035,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68850,2025-12-31,幸好有你们！广州街坊联手多方，平安救出遇险孩童,沙河街水荫四横路社区一名孩童身体卡在防盗网遇险，街坊第一时间分工处置，一边拨打 110、120，一边入户托举防护孩子、安抚家属；社区、公安、街道执法到场维持现场秩序，消防出动云梯专业救援、医护现场待命，全程 23 分钟顺利救出孩童，孩子体检无碍平安回家。,孩童被困防盗网突发险情应急救援处置,街坊先期现场防护、报警求援，联动社区、公安、街道、消防、医护多部门协同开展专业救援。,沙河街水荫四横路社区、辖区派出所、街道综合执法队、消防救援、医疗机构、社区热心街坊,邻里 + 多职能部门联动处置儿童遇险事故典型案例，孩童平安获救、事项办结
GZ_news_036,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68810,2025-12-25,太惊险！广州街坊 10 分钟到场揪出燃气隐患,黄埔区穗东街道夏园有群众反映出租屋弥漫煤气味，街坊快速联动房东、住户、燃气公司赶赴现场，排查发现屋内违规存放 2 瓶满装煤气罐、明令淘汰直排式热水器及老化阀门；现场科普用气安全，燃气工作人员转运气瓶、拆除隐患热水器、更换故障闸阀，及时消除重大燃气安全风险,出租屋违规用气带来的燃气安全隐患排查整改,街坊接报快速联动产权方与燃气专业单位，现场排查、安全整改 + 用气科普，依托街道常态化燃气排查机制闭环处置隐患。,黄埔区穗东街道、夏园社区、广州街坊服务队、燃气公司,基层网格快速处置出租屋重大燃气隐患、筑牢居家安全防线典型案例，隐患整改闭环办结
GZ_news_037,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68777,2025-12-19,路遇群众受伤，广州街坊果断出手高效救援,花都区公益路发生电动车碰撞事故，骑手倒地受伤；广州街坊抵达现场后布设警示标识、疏导车流防范二次事故，开展现场急救处置，同步拨打 120，配合医护交接伤者送医救治，依托街道平急结合基层应急机制高效完成救援,道路交通事故伤员现场应急救助处置,街坊现场秩序管控 + 院前急救，联动 120 医疗机构闭环转运伤员。,花城街道、广州街坊服务队、辖区医疗机构,基层最小应急单元实战处置道路受伤险情典型案例，伤员顺利送医、事项办结
GZ_news_038,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68770.,2025-12-19,真险！租客出门高压锅忘关火，网格员 “嗅” 出险情速解危机,棠景街网格员日常巡查时闻到焦糊异味、发现住户窗户冒烟，联系屋主开门进屋，关停燃气总阀、开窗通风，将冒烟高压锅转移至天台空旷区域处置，及时化解厨房起火隐患，无人员伤亡与财产损失；街道依托网格化闭环巡查机制常态化排查居家安全隐患,出租屋居家用火用气消防隐患应急处置,网格员巡查发现险情，联系产权人入户，现场关停气源、通风、转移危险源，闭环消除火情隐患,白云区棠景街道、社区网格工作站,基层网格巡查前置化解出租屋消防险情、筑牢居家安全防线典型案例，隐患清零办结
GZ_news_039,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68736,2025-12-15,女子上厕所意外被狗咬伤，网格员出手定分止争,白云区太和镇邓女士如厕时被未拴绳犬只咬伤，接种狂犬疫苗、破伤风疫苗合计医药费 2541.75 元，因赔偿分歧求助网格员；网格员核验病历票据、约双方到综治中心调解，结合养犬法规厘清饲养人主要责任，最终狗主赔付 2000 元，纠纷圆满化解,犬只伤人引发的人身损害赔偿邻里纠纷,网格员核查就医凭证、普法释法，组织双方面对面协商，达成赔付和解协议,白云区太和镇综治、社区网格员,基层网格依法调处养犬伤人赔偿纠纷、规范文明养犬宣传引导典型案例，纠纷办结
GZ_news_040,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68550.html,2025-11-17,拆除 “浴室杀手”！网格员为独居老人破解更换热水器难题,白云区太和镇网格员入户巡查时，发现独居老人出租房私装直排式燃气热水器，存在一氧化碳中毒重大隐患；网格员科普安全隐患危害，协调房东拆除违规设备、采购合规电热水器并上门安装，彻底消除消防安全隐患。,出租屋违规热水器消防安全隐患整治 + 独居老人生活帮扶,网格员安全宣教，联动房东拆改隐患器具、落实合规热水器换装，闭环消除隐患。,白云区太和镇、营溪村社区网格员,网格排查整治出租屋燃气隐患、贴心帮扶独居住户典型案例，隐患整改完毕
GZ_news_041,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68518.html,2025-11-12,拆公共栏杆卖废谋私利？最小应急单元协助派出所擒获嫌疑人,白云区鹤龙街尹边社区接群众举报有人偷盗道路隔离护栏变卖牟利，街道最小应急单元队员现场巡查锁定可疑人员，分组看守嫌疑人、摸排周边废品站起获赃物，固定证据后将涉案人员与赃物移交鹤龙派出所处置，挽回公共财产损失。,偷盗市政公共设施治安案件协同处置,最小应急单元接报现场布控、溯源追查赃物，联动公安部门抓捕嫌疑人、移交办案。,白云区鹤龙街道最小应急单元、鹤龙派出所,基层最小应急单元联动公安破获偷盗公共设施案件、守护市政财产典型案例，案件移交公安侦办
GZ_news_042,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68423.html,2025-10-30,3 岁女童走失街头，最小应急单元 20 分钟助其回归家园！,白云区金沙街横沙村最小应急单元巡逻发现独自啼哭走失幼童，启动村 - 街 - 警三方联动机制，安置安抚孩童、调取监控溯源，20 分钟联络上女童母亲并平安交还孩子，同步开展看护安全提醒。,未成年人走失寻人应急处置,最小应急单元现场看护，联动街道、派出所，依托监控系统快速寻获家属，闭环妥善安置走失儿童。,白云区金沙街道、横沙村最小应急单元、辖区派出所,基层最小应急单元高效处置孩童走失险情、守护未成年人安全典型案例，事件圆满办结
GZ_news_043,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68303.html,2025-10-16,企业遭恶意索赔 “碰瓷”，南沙市场监管硬核护航获点赞,南沙横沥镇企业遭遇职业打假人恶意高额索赔、舆论胁迫，区市场监管局跨区域协查核查企业生产资质，查实企业无违规，依法作出不予立案决定，帮企业规避经济与商誉损失，同步开展合规培训防范同类纠纷,职业恶意索赔涉企营商纠纷,市场监管部门实地核查、跨地协查取证，依法定性驳回恶意投诉，普法助企完善风控。,广州市南沙区市场监督管理局,监管部门依规化解职业碰瓷索赔、优化营商环境助企纾困典型案例，事件办结
GZ_news_044,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68170.html,2025-09-23,污水倒灌损家当！网格员化身 “和事佬” 速解民忧,白云区金沙街顶楼业主清理天台积水排水过快、管道堵塞致污水倒灌楼下住户家中，家具家电泡水受损，双方因赔偿分歧僵持；网格员实地取证、共情调解，普法讲理促成屋主与受损住户敲定维修赔付方案，邻里财产纠纷妥善化解。,楼上排水致楼下财物受损邻里赔偿纠纷,网格员现场勘查留存受损凭证，分步骤疏导双方情绪、释法明理，协商确定赔付细则。,白云区金沙街道横沙社区网格员,基层网格就地调处涉水邻里财产纠纷、化解民生矛盾典型案例，纠纷办结
GZ_news_045,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68111.html,2025-09-11,男子砸车窗车内纵火！最小应急单元紧急处置扑灭火情,白云湖街唐阁社区凌晨有人持榔头砸车、车内纵火，最小应急单元监控发现险情后迅速集结，分工警戒疏散群众、当场控制纵火嫌疑人，同步使用灭火器扑灭车内明火，后续移交派出所立案侦办，消除车辆起火爆炸安全隐患。,恶意纵火治安刑事案件前置应急处置,最小应急单元视频预警、就近集结，现场控人、灭火、封控警戒，固定证据移送公安,白云区白云湖街道最小应急单元、属地派出所,基层最小应急单元快速处置纵火险情、防范重大安全事故典型案例，案件移交公安侦办
GZ_news_046,广州,南沙政法,https://www.gzszfw.gov.cn/shzl/content/post_68110.html,2025-09-11,半夜快递点夺车扣货！镇里面给 “抢” 回来了,南沙东涌镇物流企业承运车辆因承租方拖欠租车款，承运方连夜将满载 8000 余件、货值百万快递货品货车开走扣押至佛山，企业面临高额赔付风险；东涌镇联合公安、司法所组建跨区域攻坚调解组，赴佛山采用当面释法 + 背靠背调解模式，敲定欠款分期偿付方案，承运方全数返还被扣快件，企业顺利履约派送。,物流租车欠款引发货物跨区域扣押商事邻里纠纷,镇综治 + 公安 + 司法跨地市联动，多元调解厘清债权，分置债务与货物返还事项,南沙区东涌镇综治办、鱼窝头派出所、司法所、佛山属地政法部门,跨区域联动化解涉企大额货物扣押纠纷、优化营商环境助企纾困典型案例，纠纷办结
GZ_news_047,广州,白云政法,https://www.gzszfw.gov.cn/shzl/content/post_68103.html,2025-09-10,女孩躲小巷哭泣，网格员暖心出手相助,白云区云城街网格员日常巡查时发现一名因家庭争执赌气离家、独自在小巷落泪的未成年女孩，网格员耐心安抚疏导情绪，依托综治平台核查联络家属，全程陪护孩子直至家属赶来，同步叮嘱监护人注重亲子沟通、优化家庭教育，妥善化解未成年人离家出走隐患。,家庭亲子矛盾引发未成年人走失求助类民生纠纷,网格巡查发现隐患、心理安抚稳控、联动平台寻亲、事后普法叮嘱家长。,白云区云城街道社区网格员,网格前置巡查关爱未成年人、源头化解家庭矛盾隐患典型案例，事件妥善办结
GZ_news_048,广州,白云政法,https://www.gzszfw.gov.cn/shzl/content/post_68089.html,2025-09-09,租客租赁合同到期拒不搬离？“警网联动” 上门解纷获锦旗！,白云区棠景街屋主陈女士出租房租期届满，租客拖欠房租水电、拒不腾房还无理索要搬迁补偿、骚扰邻里；网格员初次上门调解未果后启动警网联动，社区民警联合网格员普法释规，明确法律权责、告知违法后果，租客限期搬离，纠纷圆满化解，业主送来锦旗致谢。,房屋租赁合同到期腾房邻里经济纠纷,网格员前端摸排调解 + 民警联动普法告诫，警网联合化解租赁矛盾。,白云区棠景街道网格员、棠景派出所,警网联动高效处置租房履约纠纷、源头化解涉房民生隐患典型案例，纠纷办结
GZ_news_049,广州,白云政法,https://www.gzszfw.gov.cn/shzl/content/post_68088.html,2025-09-09,男子突然出手伤人！最小应急单元迅速出手制止,白云区钟落潭镇乌溪村商超内，一名精神障碍男子持手电无故殴打顾客致人员受伤；群众报警后，属地最小应急单元火速到场，分工疏散围观群众、配合民警稳妥控制肇事人员，后续联动医疗机构、家属送肇事人入院诊治，及时消除公共场所安全隐患。,公共场所突发肇事伤人应急处置事件,最小应急单元 + 公安联动，现场封控疏散、控制行为人，对接医疗机构收治精神患者。,白云区钟落潭镇乌溪村最小应急单元、属地派出所,最小应急单元快速处置公共场所突发伤人险情、筑牢村居安防防线典型案例，事件处置完毕
GZ_news_050,广州,白云政法,https://www.gzszfw.gov.cn/shzl/content/post_67936.html,2025-08-25,宠物损坏出租屋设施引纠纷？综治中心出手 30 分钟高效化解！,同和街金湖社区租客饲养宠物造成出租屋地板、沙发损毁，租期届满后房东从 8000 元押金里索要维修费产生分歧；同和街综治中心联合司法所依托民法典相关法条开展调解，双方商定扣除 1000 元维修费用，房东当场退还 7000 元押金，全程仅半小时圆满化解租房财产纠纷。,宠物致房屋损毁引发租房押金经济纠纷,综治 + 司法联合一站式调处，普法释法、折中协商敲定赔付金额。,白云区同和街道综治中心、同和司法所,践行枫桥经验、一站式快速化解租房民生纠纷典型案例，矛盾办结
GZ_news_051,广州,白云政法,https://www.gzszfw.gov.cn/shzl/index_17.html,2025-08-14,闪电出击！最小应急单元 5 分钟精准缉拿在逃人员,白云区石井街庆丰联社最小应急单元夜间巡逻时收到警务协查指令，通缉在逃嫌疑人藏匿于万民夜市片区；队员依托终端体貌信息网格化搜查，5 分钟锁定并稳妥控制在逃人员，依规移交派出所民警，高效保全夜市治安秩序。,协助抓捕在逃人员治安协查处置事项,最小应急单元接警快速布控、网格搜捕，现场控制后移交属地公安,白云区石井街庆丰联社最小应急单元、石井派出所,最小应急单元快速响应、联动公安抓获在逃嫌犯，夯实夜间巡防安防典型案例，事件办结
GZ_news_052,广州,白云政法,https://www.gzszfw.gov.cn/shzl/content/post_67724.html,2025-07-30,小区粪池污水横流！社区网格长牵头攻坚解民忧获点赞,家住广州市白云区棠景街祥岗社区新苑小区的居民受化粪池管道堵塞困扰，粪水漫溢路面、异味扰民；该楼栋属老旧小区无专项维修基金，网格长冯树敏接居民诉求后现场核查，牵头组织物管、楼栋长召开居民楼栋议事会，多方协商敲定整改方案，施工队伍通过高压水枪冲洗管道、人工清理淤泥、更换破损管道的施工方式，清运堵塞污物约 1 吨，彻底疏通排污管道，污水横流问题办结。本次处置依托棠景街 “网格长 + 网格员 + 网格‘五长’” 网格化联动机制，后续街道将加密网格巡查频次，常态化处置居民急难愁盼。,老旧小区化粪池管道堵塞邻里民生矛盾,网格长牵头，组织物管、楼栋长开楼栋议事会协商筹资，施工队伍高压冲洗管道 + 人工清淤 + 更换破损管道,广州市白云区棠景街祥岗社区居委会、棠景街道网格工作站,依托 “网格长 + 网格员 + 网格五长” 基层网格化治理化解老旧小区物业配套难题典型案例，矛盾已全部办结
GZ_news_053,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_67676.html,2025-07-23,网络购物遇 “消失的卖家”？综治中心介入架起 “维权桥梁”,消费者网购二手手机付款后卖家失联，大源街综治中心联动司法所、村委上门协调，促成卖家全额退还 1500 元货款，顺利化解网购消费纠纷。,网购消费经济纠纷,综治中心联动司法所、村委上门寻访，组织双方线下调解促成退款,广州市白云区大源街综治中心、大源司法所、大源村委会,践行枫桥经验化解网络消费纠纷典型基层治理案例，钱款全额追回、矛盾办结
GZ_news_054,广州,南沙政法,https://www.gzszfw.gov.cn/shzl/content/post_67608.html,2025-07-14,连续工作 8 小时休息 3 分钟被辞退？法院：违法！,南沙门店店长超长工时后短暂休息被公司辞退，员工提起仲裁与诉讼，法院认定企业解约违法，判令公司赔付工资差额、住房补贴及赔偿金。,企业用工劳资经济纠纷,员工申请劳动仲裁，不服仲裁结果起诉至法院，通过司法诉讼维权获赔,广州市南沙区人民法院、劳动人事争议仲裁委员会,基层劳动权益保障典型司法案例，纠纷经诉讼全流程办结，劳动者胜诉获赔
GZ_news_055,广州,白云政法,https://www.gzszfw.gov.cn/shzl/content/post_67592.html,2025-07-11,退房卫生不达标，押金不退？网格员主动服务化解租房纠纷,租客退租遭房东以卫生不合格拒退 1200 元押金，租客离穗后求助网格员，网格员上门代为打扫，促成房东全额退还押金。,房屋租赁押金经济纠纷,网格员实地核查、多方沟通，代为打扫房屋促成押金返还,广州市白云区云城街综合事务中心、得朋社区居委会,网格员就地化解出租屋租赁矛盾典型基层治理案例，钱款全额退回、纠纷办结
GZ_news_056,广州,广州政法,https://www.gzszfw.gov.cn/shzl/content/post_68718.html,2025-12-11,粪池污水外溢 “堵” 民心！网格员 “搭台” 速解下水道难题,白云区同和街楼栋排污管道堵塞，粪水外溢扰民，因涉及 8 栋住户产权复杂协调难；网格员联动城管、经社、居委会，建微信群协商方案，施工疏通管网，彻底解决污水外溢问题。,老旧楼栋排污设施扰民邻里民生矛盾,网格员上报职能部门，联合村居多方会商敲定方案，全程跟进施工整改,广州市白云区同和街道办、何屋社区居委会、何屋经济社,依托网格联动多部门化解老旧小区排污难题典型基层治理案例，隐患彻底整改、矛盾办结
GZ_news_057,广州,白云政法,https://www.gzszfw.gov.cn/shzl/content/post_68666.html,2025-12-03,装修尾款要不回？最小应急单元出手速解纠纷获点赞,均禾街店铺装修完工后，店主以施工瑕疵、工期延误拒付近 2 万元尾款，双方争执不下；平沙治保会介入普法调解，敲定店主付 1.5 万、师傅限期维修瑕疵，纠纷办结。,装修工程款尾款经济纠纷,治保会调解员分开双方疏导情绪，核对合同法条、协商折中履约方案,广州市白云区均禾街平沙治保会,基层最小应急单元就地化解商事民生欠款纠纷典型案例，双方签约履约、矛盾闭环解决
GZ_news_058,广州,白云政法,https://www.gzszfw.gov.cn/shzl/content/post_68598.html,2025-11-21,街坊变身 “调解员”，灵活化解出租屋押金退还纠纷！,租客租期届满索要 2600 元退租押金，房东身在外地提议延后一月退款，租客因资金紧缺要求当场结清，双方僵持；网格员背靠背分开调解，敲定房东当日线上全退押金、一月返穗再共同验房，纠纷办结。,房屋租赁押金退还经济纠纷,网格员分时段单独沟通双方，折中拟定 “先退押金、后查验房屋” 处置方案,广州市白云区云城街萧岗花园社区网格工作站,基层网格员就地调处租房押金典型案例，兼顾双方诉求、矛盾闭环化解
GZ_news_059,广州,平安黄埔,https://www.gzszfw.gov.cn/shzl/content/post_68569.html,2025-11-19,云埔街：警网融合护老小，碰撞纠纷巧化解,孩童玩滑板撞伤七旬老人，老人多次复诊后双方因医疗费赔付金额产生分歧；街道组建民警 + 网格员 + 律师调处小组，依法厘清责任，敲定监护人承担医药费、登门探望并支付慰问金，协议按期履行。,人身损害赔偿邻里民生纠纷,警网多主体联合调处，民警释法定责、网格员情绪疏导、律师核算医药费，拟定折中赔付方案,广州市黄埔区云埔街道办、辖区社区,警网联动多元调处人身损害纠纷典型案例，协议落地、矛盾闭环化解
GZ_news_060,广州,金羊网,https://news.ycwb.com/ikimvkntim/content_54141214.htm,2026-05-26,买到劣质二手商品，确认收货后还能申请退款吗？法院：全额退款！,买家花费 2450 元网购二手机，收货检出隐蔽故障，卖家以已确认收货拒退、平台小法庭驳回诉求；买家起诉至广州互联网法院，法院认定瑕疵为交货前固有，判令卖家全额退款、买家退回货品。,二手网购消费买卖合同经济纠纷,法院依据《民法典》核验举证，识破虚假验货视频，厘清隐蔽瑕疵责任，否定 “确认收货即免责” 的商家抗辩。,广州互联网法院,二手电商消费纠纷司法调处典型案例，明确二手商品质量担保规则。
GZ_news_061,广州,金羊网,https://news.ycwb.com/ikimvkntih/content_54135589.htm,2026-05-23,记者帮｜小新塘回迁房加装围栏阻 “电鸡” 进小区，居民质疑阻塞生命通道，记者实探：围栏可活动,天河小新塘回迁小区物业设围栏禁电动车入楼栋，业主质疑围挡堵塞消防生命通道引发邻里物业矛盾；记者实地核查，确认围栏可拆装、应急可全开，物业同步规划电动车外迁分流方案，化解业主顾虑。,小区物业设施改造引发邻里与物业消防纠纷,实地勘验围栏构造，现场演示可移动属性，公示后续车辆分流整改计划，消除居民消防隐患担忧,广州市天河区小新塘回迁小区、保利物业,回迁小区电动车管控矛盾实地调处典型案例，就地化解消防通道争议
GZ_news_062,广州,金羊网,https://news.ycwb.com/ikimvkntii/content_54134288.htm,2026-05-22,“喜点狮” 在广州仅剩一家门店，消费者：需要开车 1 小时跨区消费；店家回应：可办退款,糕点连锁喜点狮番禺门店到期闭店，广州仅留存黄埔单店，持卡消费者需长途跨区消费引发预付卡消费纠纷；品牌方经记者协调，开放公众号、商场对接、客服热线等多渠道会员卡余额退款通道。,预付卡储值消费经济纠纷,记者实地走访门店、对接品牌法定代表人与商场，督促商家出台多元退款方案，化解持卡客群退费难题。,广州喜点狮品牌管理有限公司、番禺永旺商场,连锁闭店预付卡退费消费纠纷就地调处典型案例
GZ_news_063,广州,金羊网,https://news.ycwb.com/ikimvkntik/content_54130235.htm,2026-05-20,78 岁老人 5 次被困电梯！两部梯同时停工，电梯屡修屡坏，维修更换推进难,天河嘉尚国际公寓 89 号楼两部老旧电梯故障频发，一部长期停运、另一部频繁困人，高龄业主多次遇险；业主与物业因维保不力、换梯资金分摊、招标存疑产生邻里物业纠纷，维保公司过往存在维保违规行政处罚记录。,小区电梯维保 + 物业邻里纠纷,1. 属地市场监管局协调第三方机构进场电梯安全检测；2. 物业安排维保单位全面排查故障、临时抢修；3. 督促物业规范换梯项目，妥善协调高低层业主分摊费用、化解招标质疑；4. 跟进老旧电梯更新改造落地。,广东嘉尚物业服务有限公司、广州屋帝电梯工程服务有限公司、天河区市场监督管理局、嘉尚国际公寓 89 号楼业主,老旧住宅电梯故障民生调处典型案例
GZ_news_064,广州,金羊网,https://news.ycwb.com/ikimvkntik/content_54130117.htm,2026-05-20,广州一单亲妈妈抚养三个孩子，遭前夫威胁、恐吓、跟踪，法官出手了！,男女双方协议离婚后，男方以复婚为由持续跟踪、微信恐吓、街头骚扰独自抚育三名子女的女方，此前男方已因骚扰被公安行政拘留，受害女方诉讼能力薄弱、不敢自行维权，引发婚姻人身侵权家事纠纷。,离婚后人身安全、家事侵权纠纷,1. 法检联动，检察院出具支持起诉意见书协助当事人固定证据、完善诉讼材料；2. 法院依法签发人身安全保护令，明令禁止男方骚扰、跟踪、恐吓女方；3. 裁判后法院联合检察院常态化回访，跟进保护令落地执行、持续提供法律帮扶，构建全流程司法保护闭环。,广州市白云区人民法院、白云区人民检察院、白云公安分局,离婚后反家暴人身安全保护、法检联动家事调解典型案例
GZ_news_065,广州,金羊网,https://news.ycwb.com/ikimvkntjb/content_54127805.htm,2026-05-19,遗产按村规 “传男不传女”？儿子得父亲财产后翻脸不管妈，母亲这样立遗嘱,受乡村老旧习俗 “传男不传女” 影响，长子独占父亲全部遗产，拿到财产后拒不履行赡养母亲义务、借机管控老人名下房产，母女与儿子产生遗产继承、赡养双重家事纠纷。,遗产继承 + 赡养家事纠纷,1. 老人前往专业遗嘱订立机构订立有效遗嘱，约定身故后财产儿女均分，破除旧式村规陋习；2. 同步办理意定监护，指定女儿为失能后的监护人，防范儿子后续恶意转移财产；3. 普法纠正 “传男不传女” 违规继承观念，指导当事人依法维权。,中华遗嘱库广州越秀分库、属地村居,破除传统陋习、遗嘱 + 意定监护化解赡养遗产纠纷典型案例
